Date,Open,High,Low,Close
06/07/2022,"1,860.86","1,873.67","1,726.04","1,844.73"
06/06/2022,"1,809.65","1,917.16","1,802.90","1,860.47"
06/05/2022,"1,775.05","1,827.58","1,773.53","1,809.74"
06/04/2022,"1,759.00","1,792.92","1,748.00","1,774.69"
06/03/2022,"1,822.45","1,852.00","1,737.36","1,758.06"
06/02/2022,"1,791.36","1,842.28","1,783.44","1,824.05"
06/01/2022,"1,948.13","1,970.05","1,770.94","1,794.22"
05/31/2022,"1,958.35","2,009.89","1,926.88","1,948.13"
05/30/2022,"1,793.68","1,954.77","1,792.88","1,952.14"
05/29/2022,"1,790.25","1,823.22","1,763.50","1,793.03"
05/28/2022,"1,744.18","1,809.00","1,709.19","1,790.25"
05/27/2022,"1,825.85","1,844.43","1,715.00","1,744.16"
05/26/2022,"1,959.19","1,968.28","1,742.89","1,826.05"
05/25/2022,"1,970.19","2,020.00","1,935.89","1,959.09"
05/24/2022,"1,997.28","2,002.54","1,911.38","1,967.21"
05/23/2022,"2,005.97","2,085.71","1,977.60","1,996.35"
05/22/2022,"1,972.42","2,033.91","1,963.81","2,004.77"
05/21/2022,"1,958.20","1,987.89","1,938.78","1,972.76"
05/20/2022,"2,012.95","2,060.94","1,921.75","1,957.64"
05/19/2022,"1,963.40","2,036.37","1,901.40","2,011.38"
05/18/2022,"2,051.83","2,106.01","1,935.00","1,962.74"
05/17/2022,"2,031.06","2,119.99","2,006.29","2,051.90"
05/16/2022,"2,130.42","2,155.00","1,978.55","2,030.99"
05/15/2022,"1,995.60","2,128.88","1,991.19","2,128.88"
05/14/2022,"2,042.76","2,079.00","1,948.93","1,997.47"
05/13/2022,"1,925.00","2,141.84","1,865.47","2,043.75"
05/12/2022,"2,032.68","2,181.20","1,707.51","1,925.01"
05/11/2022,"2,324.89","2,450.24","2,028.05","2,031.16"
05/10/2022,"2,290.90","2,455.64","2,200.75","2,321.92"
05/09/2022,"2,539.54","2,555.34","2,226.67","2,286.10"
05/08/2022,"2,673.55","2,675.47","2,487.11","2,539.33"
05/07/2022,"2,704.55","2,705.82","2,655.14","2,673.55"
05/06/2022,"2,754.92","2,757.25","2,631.83","2,704.81"
05/05/2022,"2,943.42","2,952.96","2,687.49","2,754.37"
05/04/2022,"2,784.72","2,967.03","2,771.68","2,943.42"
05/03/2022,"2,826.56","2,880.56","2,756.61","2,774.37"
05/02/2022,"2,816.67","2,872.27","2,781.13","2,827.69"
05/01/2022,"2,788.47","2,825.69","2,719.07","2,812.70"
04/30/2022,"2,806.12","2,840.85","2,773.73","2,788.47"
04/29/2022,"2,949.01","2,953.97","2,776.14","2,806.13"
04/28/2022,"2,865.24","2,979.97","2,855.90","2,948.97"
04/27/2022,"2,830.01","2,919.45","2,769.05","2,864.84"
04/26/2022,"2,997.37","3,033.32","2,799.98","2,828.63"
04/25/2022,"2,941.56","3,024.00","2,800.00","2,996.74"
04/24/2022,"2,963.57","2,969.55","2,912.05","2,941.25"
04/23/2022,"2,971.28","2,977.64","2,918.78","2,961.98"
04/22/2022,"3,001.41","3,030.71","2,935.60","2,971.28"
04/21/2022,"3,085.00","3,178.24","2,995.21","3,001.41"
04/20/2022,"3,094.73","3,165.50","3,040.00","3,085.00"
04/19/2022,"3,005.41","3,129.91","3,005.41","3,094.31"
04/18/2022,"3,045.85","3,075.32","2,886.94","3,005.18"
04/17/2022,"3,034.06","3,084.98","3,025.00","3,045.70"
04/16/2022,"3,030.16","3,057.36","3,012.67","3,034.06"
04/15/2022,"3,012.27","3,057.44","2,995.79","3,030.16"
04/14/2022,"3,105.73","3,143.96","2,977.69","3,011.47"
04/13/2022,"2,987.61","3,114.94","2,986.80","3,105.73"
04/12/2022,"2,991.72","3,083.37","2,952.45","2,987.70"
04/11/2022,"3,290.20","3,292.80","2,978.31","2,992.28"
04/10/2022,"3,226.05","3,307.43","3,226.05","3,290.16"
04/09/2022,"3,248.99","3,256.43","3,176.29","3,226.04"
04/08/2022,"3,239.72","3,313.02","3,200.01","3,247.98"
04/07/2022,"3,234.92","3,269.49","3,143.01","3,238.51"
04/06/2022,"3,437.98","3,460.86","3,176.45","3,235.47"
04/05/2022,"3,510.17","3,550.00","3,418.64","3,436.17"
04/04/2022,"3,495.01","3,580.00","3,414.22","3,510.17"
04/03/2022,"3,471.20","3,523.00","3,413.52","3,495.00"
04/02/2022,"3,441.70","3,529.39","3,429.12","3,471.20"
04/01/2022,"3,300.05","3,480.00","3,215.01","3,443.19"
03/31/2022,"3,414.52","3,444.44","3,263.97","3,299.98"
03/30/2022,"3,397.58","3,445.00","3,339.00","3,413.71"
03/29/2022,"3,417.28","3,482.78","3,321.58","3,395.20"
03/28/2022,"3,238.39","3,430.72","3,225.00","3,417.28"
03/27/2022,"3,144.00","3,247.64","3,128.19","3,238.88"
03/26/2022,"3,128.32","3,152.36","3,087.58","3,144.00"
03/25/2022,"3,104.86","3,193.50","3,078.18","3,128.32"
03/24/2022,"2,982.22","3,129.41","2,974.21","3,104.85"
03/23/2022,"3,001.61","3,047.04","2,922.16","2,981.96"
03/22/2022,"2,910.70","3,052.57","2,885.59","3,001.61"
03/21/2022,"2,874.36","2,961.30","2,835.00","2,911.51"
03/20/2022,"2,952.38","2,964.01","2,820.00","2,877.47"
03/19/2022,"2,950.96","2,985.99","2,923.74","2,956.80"
03/18/2022,"2,808.00","2,985.26","2,770.40","2,952.01"
03/17/2022,"2,772.09","2,835.95","2,744.40","2,807.99"
03/16/2022,"2,617.14","2,789.16","2,606.74","2,774.50"
03/15/2022,"2,526.77","2,667.60","2,511.48","2,625.59"
03/14/2022,"2,547.00","2,608.52","2,494.42","2,524.55"
03/13/2022,"2,586.98","2,600.68","2,536.31","2,547.01"
03/12/2022,"2,573.60","2,614.26","2,554.59","2,586.98"
03/11/2022,"2,604.78","2,672.09","2,525.19","2,573.60"
03/10/2022,"2,708.44","2,735.08","2,557.37","2,604.00"
03/09/2022,"2,559.18","2,773.08","2,559.18","2,708.44"
03/08/2022,"2,484.17","2,624.88","2,481.21","2,560.80"
03/07/2022,"2,630.59","2,646.86","2,447.99","2,484.17"
03/06/2022,"2,655.00","2,674.99","2,592.80","2,627.79"
03/05/2022,"2,608.32","2,683.89","2,576.94","2,655.49"
03/04/2022,"2,804.66","2,848.52","2,600.50","2,608.32"
03/03/2022,"2,976.36","2,982.82","2,790.02","2,804.50"
03/02/2022,"2,954.09","3,036.89","2,917.49","2,963.89"
03/01/2022,"2,822.90","3,038.49","2,822.90","2,954.79"
02/28/2022,"2,600.92","2,836.94","2,575.73","2,821.51"
02/27/2022,"2,827.62","2,827.62","2,562.25","2,606.65"
02/26/2022,"2,709.11","2,854.23","2,694.63","2,827.20"
02/25/2022,"2,635.94","2,744.00","2,544.16","2,709.14"
02/24/2022,"2,618.26","2,705.18","2,302.00","2,633.01"
02/23/2022,"2,606.86","2,750.65","2,593.35","2,620.70"
02/22/2022,"2,571.99","2,661.85","2,503.08","2,604.01"
02/21/2022,"2,599.12","2,757.59","2,578.92","2,583.87"
02/20/2022,"2,742.00","2,767.84","2,576.48","2,599.40"
02/19/2022,"2,780.88","2,830.42","2,698.45","2,742.00"
02/18/2022,"2,895.51","2,944.00","2,754.90","2,783.64"
02/17/2022,"3,140.82","3,160.79","2,855.13","2,896.67"
02/16/2022,"3,098.89","3,195.98","3,047.60","3,136.48"
02/15/2022,"2,915.93","3,150.00","2,913.40","3,099.47"
02/14/2022,"2,875.44","2,964.44","2,832.98","2,915.92"
02/13/2022,"2,878.63","2,952.33","2,838.89","2,875.03"
02/12/2022,"2,928.12","2,984.99","2,861.00","2,880.00"
02/11/2022,"3,115.80","3,137.37","2,909.02","2,927.28"
02/10/2022,"3,238.98","3,281.60","3,089.00","3,114.29"
02/09/2022,"3,117.55","3,271.99","3,057.01","3,240.00"
02/08/2022,"3,153.50","3,232.52","3,028.84","3,118.37"
02/07/2022,"2,996.00","3,188.93","2,987.36","3,151.38"
02/06/2022,"3,024.20","3,042.96","2,957.98","2,996.00"
02/05/2022,"2,957.11","3,062.20","2,932.57","3,027.15"
02/04/2022,"2,658.66","2,977.85","2,646.62","2,957.62"
02/03/2022,"2,655.81","2,723.92","2,577.02","2,657.49"
02/02/2022,"2,799.30","2,815.66","2,615.15","2,647.75"
02/01/2022,"2,680.80","2,810.89","2,679.02","2,790.00"
01/31/2022,"2,560.21","2,706.82","2,480.28","2,680.71"
01/30/2022,"2,619.44","2,638.30","2,545.44","2,558.81"
01/29/2022,"2,535.71","2,637.58","2,516.50","2,620.00"
01/28/2022,"2,359.04","2,549.82","2,331.00","2,537.68"
01/27/2022,"2,419.35","2,519.82","2,317.60","2,359.79"
01/26/2022,"2,413.65","2,724.47","2,406.94","2,419.99"
01/25/2022,"2,444.04","2,507.80","2,351.21","2,414.06"
01/24/2022,"2,422.90","2,545.96","2,160.93","2,442.65"
01/23/2022,"2,446.46","2,548.60","2,367.97","2,422.90"
01/22/2022,"2,620.00","2,640.28","2,310.52","2,448.91"
01/21/2022,"3,075.71","3,089.45","2,563.97","2,614.44"
01/20/2022,"3,114.85","3,272.22","3,083.99","3,083.99"
01/19/2022,"3,164.35","3,192.24","3,049.30","3,114.58"
01/18/2022,"3,165.42","3,242.59","3,086.00","3,164.35"
01/17/2022,"3,331.00","3,362.66","3,154.08","3,168.54"
01/16/2022,"3,335.61","3,391.51","3,277.50","3,331.00"
01/15/2022,"3,332.64","3,370.60","3,263.93","3,337.18"
01/14/2022,"3,271.94","3,342.00","3,191.17","3,332.60"
01/13/2022,"3,370.80","3,411.26","3,237.68","3,271.94"
01/12/2022,"3,231.84","3,412.64","3,208.15","3,370.80"
01/11/2022,"3,074.72","3,264.19","3,054.64","3,232.52"
01/10/2022,"3,188.77","3,199.13","2,933.19","3,073.50"
01/09/2022,"3,076.44","3,210.00","3,060.38","3,188.77"
01/08/2022,"3,216.12","3,245.65","2,999.08","3,080.64"
01/07/2022,"3,426.37","3,434.00","3,094.50","3,216.50"
01/06/2022,"3,556.59","3,568.65","3,299.55","3,426.38"
01/05/2022,"3,825.68","3,847.93","3,553.80","3,557.41"
01/04/2022,"3,724.25","3,889.10","3,714.95","3,826.65"
01/03/2022,"3,813.67","3,847.00","3,684.34","3,727.99"
01/02/2022,"3,749.74","3,850.02","3,719.12","3,813.67"
01/01/2022,"3,689.38","3,774.98","3,675.00","3,749.75"
12/31/2021,"3,736.59","3,812.67","3,622.51","3,687.67"
12/30/2021,"3,725.60","3,768.63","3,590.00","3,733.98"
12/29/2021,"3,809.14","3,827.01","3,700.00","3,724.98"
12/28/2021,"4,061.29","4,075.97","3,765.23","3,807.82"
12/27/2021,"4,086.36","4,128.28","4,037.00","4,061.30"
12/26/2021,"4,121.49","4,121.93","4,006.78","4,087.98"
12/25/2021,"4,067.00","4,138.22","4,026.90","4,121.52"
12/24/2021,"4,116.99","4,135.98","4,045.72","4,067.43"
12/23/2021,"4,015.50","4,150.48","3,896.00","4,112.67"
12/22/2021,"4,026.35","4,074.63","3,944.39","4,015.75"
12/21/2021,"3,920.00","4,062.60","3,896.18","4,023.92"
12/20/2021,"3,919.70","3,991.66","3,757.60","3,914.36"
12/19/2021,"3,977.24","4,027.91","3,891.99","3,922.25"
12/18/2021,"3,906.61","3,991.34","3,769.79","3,976.42"
12/17/2021,"4,030.84","4,030.84","3,706.36","3,913.17"
12/16/2021,"4,064.76","4,112.32","3,981.25","4,030.84"
12/15/2021,"3,852.13","4,092.42","3,655.42","4,066.00"
12/14/2021,"3,770.65","3,881.71","3,689.01","3,854.24"
12/13/2021,"4,124.25","4,170.30","3,672.83","3,770.01"
12/12/2021,"4,030.71","4,175.30","3,990.01","4,122.34"
12/11/2021,"4,000.37","4,097.91","3,838.01","4,022.39"
12/10/2021,"4,165.55","4,228.97","3,936.02","3,999.61"
12/09/2021,"4,418.54","4,486.63","4,075.96","4,167.70"
12/08/2021,"4,292.42","4,454.40","4,234.92","4,418.54"
12/07/2021,"4,335.07","4,426.89","4,270.01","4,292.32"
12/06/2021,"4,150.43","4,352.68","3,925.69","4,324.65"
12/05/2021,"4,065.98","4,250.76","4,040.11","4,153.22"
12/04/2021,"4,207.42","4,251.10","3,521.01","4,066.10"
12/03/2021,"4,546.81","4,656.95","4,053.03","4,218.61"
12/02/2021,"4,569.99","4,633.66","4,437.10","4,545.44"
12/01/2021,"4,627.41","4,778.67","4,539.47","4,569.99"
11/30/2021,"4,453.01","4,747.85","4,352.23","4,627.16"
11/29/2021,"4,260.40","4,460.40","4,223.17","4,453.80"
11/28/2021,"4,080.89","4,258.78","3,971.17","4,256.95"
11/27/2021,"4,073.90","4,184.99","4,031.71","4,080.89"
11/26/2021,"4,500.31","4,552.35","3,924.30","4,078.31"
11/25/2021,"4,257.58","4,530.85","4,240.63","4,500.00"
11/24/2021,"4,353.67","4,371.83","4,170.08","4,257.24"
11/23/2021,"4,079.99","4,385.99","4,068.57","4,351.45"
11/22/2021,"4,366.00","4,370.41","4,026.22","4,078.51"
11/21/2021,"4,433.53","4,438.13","4,308.10","4,369.45"
11/20/2021,"4,284.06","4,433.39","4,212.18","4,433.39"
11/19/2021,"4,023.62","4,309.90","3,960.01","4,279.00"
11/18/2021,"4,253.17","4,343.00","3,958.99","4,022.41"
11/17/2021,"4,257.54","4,298.99","4,069.91","4,253.17"
11/16/2021,"4,571.80","4,586.86","4,124.77","4,257.79"
11/15/2021,"4,576.79","4,768.63","4,544.62","4,572.81"
11/14/2021,"4,653.33","4,690.73","4,520.00","4,576.79"
11/13/2021,"4,655.93","4,704.80","4,589.10","4,652.40"
11/12/2021,"4,743.69","4,804.99","4,510.00","4,655.12"
11/11/2021,"4,543.57","4,779.81","4,534.19","4,743.20"
11/10/2021,"4,800.00","4,865.81","4,507.16","4,557.49"
11/09/2021,"4,774.43","4,838.98","4,715.51","4,800.00"
11/08/2021,"4,629.00","4,794.99","4,595.00","4,773.85"
11/07/2021,"4,487.09","4,638.08","4,487.09","4,629.00"
11/06/2021,"4,454.25","4,517.77","4,334.00","4,488.09"
11/05/2021,"4,516.57","4,573.66","4,450.01","4,453.68"
11/04/2021,"4,618.01","4,626.85","4,423.32","4,517.22"
11/03/2021,"4,504.17","4,665.02","4,459.90","4,618.00"
11/02/2021,"4,313.35","4,532.40","4,279.91","4,505.48"
11/01/2021,"4,269.51","4,379.69","4,160.00","4,310.99"
10/31/2021,"4,311.40","4,394.00","4,171.60","4,269.50"
10/30/2021,"4,403.43","4,433.17","4,250.11","4,311.57"
10/29/2021,"4,251.75","4,457.01","4,220.00","4,409.10"
10/28/2021,"3,984.15","4,290.10","3,900.46","4,257.60"
10/27/2021,"4,261.77","4,312.84","3,944.54","3,984.14"
10/26/2021,"4,180.80","4,292.51","4,137.46","4,262.82"
10/25/2021,"4,065.99","4,232.98","4,063.13","4,180.80"
10/24/2021,"4,089.47","4,184.40","3,964.49","4,063.12"
10/23/2021,"3,976.87","4,124.33","3,930.11","4,089.33"
10/22/2021,"4,090.18","4,162.58","3,890.00","3,975.35"
10/21/2021,"4,107.96","4,366.50","4,027.00","4,089.19"
10/20/2021,"3,809.01","4,135.43","3,803.80","4,107.96"
10/19/2021,"3,735.25","3,854.96","3,717.18","3,809.34"
10/18/2021,"3,702.37","3,893.93","3,684.74","3,739.16"
10/17/2021,"3,830.10","3,915.31","3,651.54","3,700.98"
10/16/2021,"3,879.98","3,968.86","3,808.50","3,831.77"
10/15/2021,"3,759.36","3,900.00","3,735.99","3,879.87"
10/14/2021,"3,577.86","3,821.09","3,569.86","3,759.36"
10/13/2021,"3,477.47","3,584.99","3,413.34","3,576.00"
10/12/2021,"3,490.01","3,545.00","3,405.83","3,476.80"
10/11/2021,"3,515.01","3,620.00","3,379.63","3,493.73"
10/10/2021,"3,579.31","3,604.01","3,487.73","3,512.75"
10/09/2021,"3,552.80","3,629.63","3,540.37","3,579.31"
10/08/2021,"3,623.95","3,670.70","3,538.26","3,554.29"
10/07/2021,"3,563.33","3,641.24","3,472.02","3,623.58"
10/06/2021,"3,526.66","3,628.01","3,349.96","3,560.16"
10/05/2021,"3,384.30","3,533.79","3,356.61","3,533.79"
10/04/2021,"3,427.46","3,437.50","3,278.34","3,384.30"
10/03/2021,"3,428.74","3,485.29","3,343.31","3,426.97"
10/02/2021,"3,294.08","3,465.26","3,259.29","3,428.74"
10/01/2021,"2,972.80","3,315.80","2,965.69","3,293.01"
09/30/2021,"2,820.19","3,049.00","2,805.81","2,972.80"
09/29/2021,"2,862.64","2,948.52","2,783.03","2,820.49"
09/28/2021,"2,974.94","3,029.77","2,806.54","2,863.28"
09/27/2021,"3,091.84","3,165.76","2,960.88","2,974.94"
09/26/2021,"2,924.68","3,099.21","2,740.67","3,088.41"
09/25/2021,"2,946.69","2,983.00","2,801.01","2,927.45"
09/24/2021,"3,142.70","3,162.69","2,745.22","2,947.01"
09/23/2021,"3,026.74","3,173.94","3,015.70","3,142.44"
09/22/2021,"2,765.16","3,090.00","2,668.00","3,026.36"
09/21/2021,"3,032.76","3,105.01","2,755.01","2,765.16"
09/20/2021,"3,358.98","3,364.47","2,925.03","3,019.11"
09/19/2021,"3,398.69","3,456.00","3,308.56","3,359.13"
09/18/2021,"3,374.78","3,539.62","3,352.30","3,398.69"
09/17/2021,"3,494.84","3,592.39","3,366.69","3,378.01"
09/16/2021,"3,554.51","3,674.37","3,485.01","3,487.77"
09/15/2021,"3,376.41","3,570.83","3,334.99","3,551.43"
09/14/2021,"3,296.03","3,409.20","3,271.86","3,377.76"
09/13/2021,"3,316.54","3,440.80","3,116.00","3,295.57"
09/12/2021,"3,292.45","3,468.57","3,234.98","3,316.89"
09/11/2021,"3,244.49","3,346.56","3,153.38","3,293.97"
09/10/2021,"3,425.57","3,512.95","3,222.89","3,250.96"
09/09/2021,"3,478.99","3,567.72","3,396.27","3,424.95"
09/08/2021,"3,421.60","3,541.54","3,222.79","3,473.72"
09/07/2021,"3,952.00","3,969.33","2,963.48","3,415.04"
09/06/2021,"3,971.68","3,980.59","3,870.00","3,949.99"
09/05/2021,"3,880.48","3,972.39","3,836.70","3,972.05"
09/04/2021,"3,917.25","3,970.01","3,836.16","3,880.55"
09/03/2021,"3,808.77","4,027.56","3,715.41","3,917.19"
09/02/2021,"3,729.99","3,841.52","3,725.09","3,811.26"
09/01/2021,"3,392.41","3,776.01","3,374.38","3,730.00"
08/31/2021,"3,341.22","3,472.31","3,190.97","3,392.83"
08/30/2021,"3,236.00","3,347.51","3,146.06","3,342.39"
08/29/2021,"3,239.16","3,284.56","3,159.20","3,236.00"
08/28/2021,"3,265.28","3,286.25","3,214.42","3,239.14"
08/27/2021,"3,116.84","3,275.51","3,064.00","3,264.37"
08/26/2021,"3,210.00","3,251.71","3,058.83","3,116.84"
08/25/2021,"3,217.06","3,250.00","3,081.18","3,210.00"
08/24/2021,"3,339.92","3,359.59","3,150.01","3,216.70"
08/23/2021,"3,156.12","3,378.21","3,144.85","3,339.98"
08/22/2021,"3,226.38","3,274.71","3,131.00","3,156.96"
08/21/2021,"3,261.40","3,309.99","3,210.21","3,226.38"
08/20/2021,"3,158.58","3,299.64","3,145.37","3,260.97"
08/19/2021,"3,007.05","3,163.23","2,962.08","3,157.16"
08/18/2021,"3,070.53","3,128.29","2,954.23","3,007.34"
08/17/2021,"3,166.44","3,292.10","3,017.51","3,072.00"
08/16/2021,"3,268.23","3,334.17","3,139.85","3,164.98"
08/15/2021,"3,233.51","3,287.85","3,117.76","3,261.22"
08/14/2021,"3,284.08","3,331.00","3,210.37","3,233.92"
08/13/2021,"3,065.68","3,296.78","2,988.54","3,281.00"
08/12/2021,"3,234.77","3,241.96","2,982.53","3,061.61"
08/11/2021,"3,156.56","3,272.74","3,119.74","3,236.20"
