Date,Open,High,Low,Close
06/11/2022,"1.1931","1.2110","1.1025","1.1182"
06/10/2022,"1.2437","1.2499","1.1751","1.1931"
06/09/2022,"1.2559","1.2694","1.2301","1.2437"
06/08/2022,"1.3155","1.3155","1.2453","1.2559"
06/07/2022,"1.2918","1.3213","1.2193","1.3155"
06/06/2022,"1.2808","1.3313","1.2620","1.2918"
06/05/2022,"1.2760","1.2909","1.2579","1.2808"
06/04/2022,"1.2546","1.2839","1.2416","1.2760"
06/03/2022,"1.2834","1.2997","1.2340","1.2546"
06/02/2022,"1.2581","1.2834","1.2467","1.2834"
06/01/2022,"1.3596","1.4034","1.2404","1.2581"
05/31/2022,"1.3730","1.3994","1.3293","1.3596"
05/30/2022,"1.2887","1.3850","1.2757","1.3730"
05/29/2022,"1.2573","1.2919","1.2314","1.2858"
05/28/2022,"1.2229","1.2597","1.2019","1.2573"
05/27/2022,"1.2442","1.2566","1.1902","1.2297"
05/26/2022,"1.3285","1.3363","1.1962","1.2442"
05/25/2022,"1.3380","1.3698","1.3084","1.3285"
05/24/2022,"1.3454","1.3542","1.2750","1.3368"
05/23/2022,"1.3457","1.4293","1.3300","1.3454"
05/22/2022,"1.3031","1.3684","1.2937","1.3457"
05/21/2022,"1.2740","1.3219","1.2480","1.3031"
05/20/2022,"1.3142","1.3442","1.2465","1.2740"
05/19/2022,"1.2981","1.3323","1.2258","1.3142"
05/18/2022,"1.3541","1.3875","1.2682","1.2981"
05/17/2022,"1.3326","1.3910","1.3095","1.3541"
05/16/2022,"1.3860","1.4056","1.2819","1.3326"
05/15/2022,"1.3145","1.3860","1.3107","1.3860"
05/14/2022,"1.3580","1.3778","1.2512","1.3145"
05/13/2022,"1.2619","1.4545","1.2302","1.3580"
05/12/2022,"1.3505","1.4473","1.0723","1.2619"
05/11/2022,"1.6941","1.7329","1.3470","1.3470"
05/10/2022,"1.7690","1.8110","1.5274","1.6941"
05/09/2022,"1.9731","1.9793","1.7081","1.7690"
05/08/2022,"2.0220","2.0220","1.9313","1.9731"
05/07/2022,"2.0325","2.0472","1.9878","2.0243"
05/06/2022,"2.0154","2.0422","1.9411","2.0325"
05/05/2022,"2.2200","2.2490","1.9663","2.0154"
05/04/2022,"2.0489","2.2200","2.0400","2.2200"
05/03/2022,"2.0630","2.1263","2.0213","2.0386"
05/02/2022,"2.0800","2.1507","2.0340","2.0630"
05/01/2022,"2.1483","2.1483","1.9200","2.0800"
04/30/2022,"2.2584","2.2877","2.1346","2.1483"
04/29/2022,"2.3044","2.3770","2.2270","2.2584"
04/28/2022,"2.2286","2.3503","2.2227","2.3044"
04/27/2022,"2.2025","2.2772","2.1525","2.2286"
04/26/2022,"2.3834","2.4470","2.1868","2.2025"
04/25/2022,"2.3689","2.3867","2.2100","2.3834"
04/24/2022,"2.4278","2.4469","2.3478","2.3689"
04/23/2022,"2.4906","2.4906","2.3804","2.4231"
04/22/2022,"2.5012","2.5544","2.4565","2.4906"
04/21/2022,"2.7980","2.8515","2.4790","2.5012"
04/20/2022,"2.6547","2.8846","2.5221","2.7980"
04/19/2022,"2.4317","2.6841","2.4217","2.6515"
04/18/2022,"2.5063","2.5093","2.3020","2.4317"
04/17/2022,"2.5845","2.6755","2.4924","2.5063"
04/16/2022,"2.4213","2.6093","2.4055","2.5860"
04/15/2022,"2.2781","2.4328","2.2781","2.4213"
04/14/2022,"2.3171","2.3654","2.2441","2.2781"
04/13/2022,"2.1851","2.3263","2.1851","2.3171"
04/12/2022,"2.1808","2.2518","2.1227","2.1851"
04/11/2022,"2.4623","2.4636","2.1705","2.1808"
04/10/2022,"2.3843","2.4820","2.3653","2.4623"
04/09/2022,"2.4087","2.4416","2.3489","2.3843"
04/08/2022,"2.5082","2.5378","2.3567","2.4087"
04/07/2022,"2.5349","2.5349","2.3931","2.5082"
04/06/2022,"2.8019","2.8187","2.5044","2.5349"
04/05/2022,"2.8322","2.9106","2.7721","2.7952"
04/04/2022,"2.7994","2.9394","2.7213","2.8322"
04/03/2022,"2.8155","2.8303","2.7262","2.7994"
04/02/2022,"2.8546","2.9346","2.7721","2.8229"
04/01/2022,"2.8597","2.8748","2.6763","2.8546"
03/31/2022,"2.9434","3.0175","2.7686","2.8597"
03/30/2022,"2.8515","3.0625","2.8105","2.9434"
03/29/2022,"3.0112","3.0112","2.7731","2.8515"
03/28/2022,"2.5933","3.1678","2.5933","3.0112"
03/27/2022,"2.5065","2.6186","2.4929","2.5933"
03/26/2022,"2.5174","2.5238","2.4702","2.5065"
03/25/2022,"2.5227","2.5770","2.4256","2.5174"
03/24/2022,"2.4660","2.6256","2.4424","2.5227"
03/23/2022,"2.4880","2.5856","2.4410","2.4660"
03/22/2022,"2.3777","2.5561","2.3420","2.4880"
03/21/2022,"2.1802","2.4415","2.1503","2.3777"
03/20/2022,"2.1984","2.2735","2.1583","2.1809"
03/19/2022,"2.1318","2.1999","2.1221","2.1984"
03/18/2022,"2.0811","2.1452","2.0567","2.1318"
03/17/2022,"2.0694","2.0948","2.0518","2.0811"
03/16/2022,"1.9875","2.0753","1.9851","2.0716"
03/15/2022,"1.9275","2.0036","1.9195","1.9875"
03/14/2022,"1.9507","1.9728","1.8900","1.9275"
03/13/2022,"1.9802","2.0053","1.9459","1.9507"
03/12/2022,"1.9728","2.0076","1.9728","1.9802"
03/11/2022,"1.9896","2.0130","1.9243","1.9728"
03/10/2022,"2.0542","2.0955","1.9416","1.9896"
03/09/2022,"1.9530","2.0776","1.9530","2.0542"
03/08/2022,"1.9140","1.9929","1.9131","1.9530"
03/07/2022,"2.0148","2.0204","1.8732","1.9140"
03/06/2022,"2.0388","2.0562","1.9853","2.0148"
03/05/2022,"2.0160","2.0525","1.9643","2.0388"
03/04/2022,"2.1555","2.1699","1.9965","2.0160"
03/03/2022,"2.2212","2.2286","2.1255","2.1555"
03/02/2022,"2.2508","2.2833","2.1829","2.2100"
03/01/2022,"2.1986","2.3100","2.1986","2.2495"
02/28/2022,"2.0812","2.2030","2.0654","2.1986"
02/27/2022,"2.1824","2.1824","2.0631","2.0905"
02/26/2022,"2.1174","2.2256","2.1127","2.1824"
02/25/2022,"2.0736","2.1345","2.0269","2.1174"
02/24/2022,"2.1301","2.1384","1.8637","2.0736"
02/23/2022,"2.1402","2.2311","2.1261","2.1301"
02/22/2022,"2.1264","2.1647","2.0330","2.1402"
02/21/2022,"2.1880","2.2744","2.1383","2.1387"
02/20/2022,"2.2663","2.2995","2.1691","2.1880"
02/19/2022,"2.3006","2.3339","2.2323","2.2663"
02/18/2022,"2.3437","2.3790","2.2771","2.3006"
02/17/2022,"2.5255","2.5796","2.2965","2.3437"
02/16/2022,"2.5007","2.5779","2.4642","2.5255"
02/15/2022,"2.3567","2.5022","2.3567","2.5007"
02/14/2022,"2.3957","2.4033","2.3147","2.3567"
02/13/2022,"2.3563","2.4298","2.3534","2.3957"
02/12/2022,"2.4403","2.4403","2.3387","2.3563"
02/11/2022,"2.5855","2.6019","2.4363","2.4403"
02/10/2022,"2.6842","2.7668","2.5811","2.5855"
02/09/2022,"2.6148","2.6989","2.5961","2.6842"
02/08/2022,"2.6724","2.7650","2.5454","2.6148"
02/07/2022,"2.4847","2.6748","2.4839","2.6724"
02/06/2022,"2.4869","2.5194","2.4355","2.4847"
02/05/2022,"2.4475","2.5281","2.4382","2.4869"
02/04/2022,"2.2934","2.4547","2.2884","2.4475"
02/03/2022,"2.2872","2.3004","2.2345","2.2934"
02/02/2022,"2.3590","2.4583","2.2669","2.2749"
02/01/2022,"2.3343","2.3711","2.3107","2.3556"
01/31/2022,"2.2972","2.3492","2.2086","2.3343"
01/30/2022,"2.3534","2.3659","2.2657","2.2972"
01/29/2022,"2.3120","2.3760","2.2931","2.3567"
01/28/2022,"2.1620","2.3205","2.1441","2.3120"
01/27/2022,"2.1943","2.2456","2.1299","2.1620"
01/26/2022,"2.1923","2.3767","2.1915","2.1943"
01/25/2022,"2.1925","2.2269","2.1602","2.1923"
01/24/2022,"2.2089","2.2861","1.9988","2.1933"
01/23/2022,"2.2510","2.2878","2.1660","2.2089"
01/22/2022,"2.3775","2.4314","2.0187","2.2510"
01/21/2022,"2.6817","2.6817","2.3043","2.3775"
01/20/2022,"2.7668","2.8529","2.6817","2.6817"
01/19/2022,"2.8274","2.8700","2.7099","2.7668"
01/18/2022,"2.7944","2.9369","2.7447","2.8274"
01/17/2022,"2.9093","2.9207","2.7850","2.7944"
01/16/2022,"2.9162","2.9500","2.8708","2.9093"
01/15/2022,"2.8891","2.9530","2.8514","2.9162"
01/14/2022,"2.8110","2.9235","2.7837","2.8891"
01/13/2022,"2.8817","2.9039","2.7862","2.8110"
01/12/2022,"2.7622","2.9100","2.7601","2.8817"
01/11/2022,"2.6954","2.7980","2.6794","2.7622"
01/10/2022,"2.8187","2.8253","2.5885","2.6954"
01/09/2022,"2.7603","2.8383","2.7439","2.8187"
01/08/2022,"2.8734","2.8904","2.6760","2.7603"
01/07/2022,"2.9225","2.9351","2.7116","2.8734"
01/06/2022,"2.9611","2.9628","2.7773","2.9225"
01/05/2022,"3.1957","3.2281","2.9586","2.9611"
01/04/2022,"3.1704","3.2567","3.1442","3.1957"
01/03/2022,"3.2398","3.2597","3.1352","3.1704"
01/02/2022,"3.1025","3.2735","3.1002","3.2398"
01/01/2022,"3.0180","3.1148","3.0180","3.1025"
12/31/2021,"3.0622","3.1448","2.9768","3.0180"
12/30/2021,"3.0747","3.1131","2.9673","3.0622"
12/29/2021,"3.1221","3.2127","3.0499","3.0747"
12/28/2021,"3.4361","3.4430","3.1062","3.1221"
12/27/2021,"3.4073","3.4989","3.3746","3.4361"
12/26/2021,"3.4318","3.4318","3.3212","3.4073"
12/25/2021,"3.4440","3.4452","3.3572","3.4350"
12/24/2021,"3.4770","3.5151","3.4022","3.4440"
12/23/2021,"3.3912","3.5300","3.3106","3.4770"
12/22/2021,"3.3373","3.4276","3.2980","3.3912"
12/21/2021,"3.1873","3.3567","3.1638","3.3376"
12/20/2021,"3.1975","3.3341","3.0963","3.1873"
12/19/2021,"3.2423","3.3032","3.1788","3.1975"
12/18/2021,"3.1865","3.3035","3.1130","3.2423"
12/17/2021,"3.2785","3.2785","3.0599","3.1865"
12/16/2021,"3.3919","3.4032","3.2386","3.2785"
12/15/2021,"3.3590","3.4916","3.1400","3.3918"
12/14/2021,"3.1087","3.4221","3.0531","3.3590"
12/13/2021,"3.3564","3.3872","3.0143","3.1087"
12/12/2021,"3.4099","3.5062","3.2426","3.3564"
12/11/2021,"3.1186","3.5690","2.9936","3.4087"
12/10/2021,"3.2913","3.3432","3.0558","3.1265"
12/09/2021,"3.6416","3.7123","3.2400","3.2913"
12/08/2021,"3.2162","3.8797","3.1394","3.6473"
12/07/2021,"3.2689","3.3289","3.1825","3.2162"
12/06/2021,"3.0142","3.2996","2.8173","3.2613"
12/05/2021,"3.1205","3.1889","2.8680","3.0142"
12/04/2021,"3.8225","3.8247","2.3800","3.1205"
12/03/2021,"4.0051","4.1644","3.6820","3.8225"
12/02/2021,"3.9658","4.0055","3.8654","4.0043"
12/01/2021,"4.0170","4.1183","3.9393","3.9658"
11/30/2021,"4.0070","4.1707","3.8891","4.0233"
11/29/2021,"3.9268","4.0431","3.8955","4.0070"
11/28/2021,"3.8845","3.9295","3.6738","3.9268"
11/27/2021,"3.8899","3.9755","3.8393","3.8845"
11/26/2021,"4.2441","4.2666","3.7765","3.8899"
11/25/2021,"4.1055","4.3132","4.0962","4.2441"
11/24/2021,"4.2096","4.2560","4.0157","4.1055"
11/23/2021,"4.0975","4.2283","4.0634","4.2096"
11/22/2021,"4.3283","4.3306","4.0597","4.0975"
11/21/2021,"4.3232","4.3811","4.2424","4.3283"
11/20/2021,"4.2642","4.3516","4.1853","4.3232"
11/19/2021,"4.1057","4.3190","4.0435","4.2642"
11/18/2021,"4.3190","4.4410","3.9471","4.1031"
11/17/2021,"4.3845","4.4116","4.1774","4.3190"
11/16/2021,"4.8454","4.8564","4.0817","4.3845"
11/15/2021,"4.8930","5.0897","4.7737","4.8454"
11/14/2021,"5.0353","5.0839","4.8325","4.8930"
11/13/2021,"4.8512","5.0703","4.7998","5.0340"
11/12/2021,"4.9765","5.1000","4.6740","4.8454"
11/11/2021,"4.7443","5.0246","4.7208","4.9766"
11/10/2021,"5.1117","5.3877","4.5600","4.7519"
11/09/2021,"4.8284","5.3706","4.8066","5.1111"
11/08/2021,"4.5739","4.8554","4.5448","4.8284"
11/07/2021,"4.4397","4.5767","4.4282","4.5739"
11/06/2021,"4.4741","4.5462","4.2592","4.4397"
11/05/2021,"4.5241","4.5969","4.4664","4.4741"
11/04/2021,"4.6983","4.7525","4.4437","4.5241"
11/03/2021,"4.6986","4.8698","4.5281","4.6883"
11/02/2021,"4.6074","4.7873","4.5870","4.6986"
11/01/2021,"4.5926","4.7159","4.4561","4.6018"
10/31/2021,"4.4835","4.7648","4.3873","4.5926"
10/30/2021,"4.5162","4.5235","4.3754","4.4835"
10/29/2021,"4.4468","4.5395","4.3823","4.5162"
10/28/2021,"4.2255","4.4911","4.1407","4.4468"
10/27/2021,"4.8218","4.8507","3.8713","4.2219"
10/26/2021,"4.7871","4.9329","4.7483","4.8218"
10/25/2021,"4.7376","4.8446","4.7114","4.7871"
10/24/2021,"4.7044","5.0801","4.6646","4.7376"
10/23/2021,"4.6158","4.7627","4.5559","4.7044"
10/22/2021,"4.7158","4.7834","4.5597","4.6158"
10/21/2021,"4.8041","4.9400","4.6064","4.7158"
10/20/2021,"4.3898","4.8142","4.3883","4.8041"
10/19/2021,"4.4049","4.5117","4.3730","4.3898"
10/18/2021,"4.3069","4.5641","4.2921","4.4085"
10/17/2021,"4.5713","4.5949","4.2604","4.3069"
10/16/2021,"4.7162","4.7318","4.5359","4.5713"
10/15/2021,"4.6135","4.7232","4.4521","4.7162"
10/14/2021,"4.5722","4.7286","4.5593","4.6135"
10/13/2021,"4.5139","4.5774","4.3823","4.5722"
10/12/2021,"4.4551","4.5544","4.2751","4.5111"
10/11/2021,"4.7208","4.7583","4.4521","4.4726"
10/10/2021,"4.9791","5.0300","4.7208","4.7208"
10/09/2021,"4.6054","5.0600","4.6054","4.9791"
10/08/2021,"4.7177","4.8259","4.5894","4.6054"
10/07/2021,"4.7739","4.8371","4.5551","4.7177"
10/06/2021,"4.6908","4.9170","4.3783","4.7739"
10/05/2021,"4.5299","4.7860","4.5096","4.6908"
10/04/2021,"4.6764","4.7254","4.3500","4.5299"
10/03/2021,"4.4071","4.8576","4.2347","4.6898"
10/02/2021,"4.2510","4.4544","4.1946","4.4071"
10/01/2021,"3.8805","4.2718","3.8789","4.2510"
09/30/2021,"3.6839","3.9440","3.6824","3.8805"
09/29/2021,"3.7615","3.8628","3.6403","3.6839"
09/28/2021,"3.8637","3.9492","3.6893","3.7615"
09/27/2021,"4.0717","4.1093","3.8315","3.8637"
09/26/2021,"4.0008","4.1453","3.6842","4.0717"
09/25/2021,"4.0709","4.1035","3.9086","4.0008"
09/24/2021,"4.3395","4.3922","3.8004","4.0709"
09/23/2021,"4.2677","4.3792","4.1983","4.3326"
09/22/2021,"3.9230","4.3055","3.8000","4.2677"
09/21/2021,"4.2177","4.3031","3.8625","3.9230"
09/20/2021,"5.0708","5.0721","4.0962","4.2054"
09/19/2021,"5.3945","5.5000","5.0103","5.0708"
09/18/2021,"5.2392","5.4989","5.1077","5.3945"
09/17/2021,"4.8947","5.5058","4.8947","5.2425"
09/16/2021,"5.0724","5.1718","4.8846","4.9073"
09/15/2021,"4.7988","5.1261","4.7476","5.0699"
09/14/2021,"4.7823","4.8666","4.7193","4.7988"
09/13/2021,"4.7403","4.9403","4.5082","4.7765"
09/12/2021,"4.6983","4.9444","4.5771","4.7212"
09/11/2021,"4.5814","4.7854","4.4721","4.7004"
09/10/2021,"4.7544","5.0500","4.4873","4.5835"
09/09/2021,"4.7031","4.9500","4.6663","4.7600"
09/08/2021,"4.7858","4.9634","4.4374","4.7001"
09/07/2021,"6.1766","6.3229","4.3002","4.7826"
09/06/2021,"6.2447","6.4178","5.9470","6.1782"
09/05/2021,"5.7860","6.2675","5.5451","6.2420"
09/04/2021,"5.6413","5.8848","5.5571","5.7860"
09/03/2021,"5.3316","5.7352","5.1390","5.6413"
09/02/2021,"5.2050","5.3834","5.1811","5.3291"
09/01/2021,"4.9827","5.2698","4.9099","5.2050"
08/31/2021,"5.0280","5.0967","4.7610","4.9749"
08/30/2021,"5.0881","5.1456","4.8083","5.0273"
08/29/2021,"4.9328","5.2359","4.9288","5.0881"
08/28/2021,"5.0442","5.1007","4.8856","4.9247"
08/27/2021,"4.7989","5.0557","4.6312","5.0416"
08/26/2021,"5.1546","5.2609","4.6574","4.7989"
08/25/2021,"5.1690","5.2076","4.9142","5.1558"
08/24/2021,"5.5482","5.6887","4.9088","5.1650"
08/23/2021,"5.2499","5.7000","5.2385","5.5540"
08/22/2021,"5.3550","5.5425","5.2138","5.2499"
08/21/2021,"5.3577","5.6340","5.3046","5.3515"
08/20/2021,"5.1805","5.4489","5.1572","5.3577"
08/19/2021,"4.8556","5.1933","4.8121","5.1805"
08/18/2021,"5.1865","5.1865","4.7497","4.8556"
08/17/2021,"5.5282","5.6742","5.0708","5.1865"
08/16/2021,"5.4700","5.9362","5.4528","5.5323"
08/15/2021,"5.2292","5.5762","5.1335","5.4514"
08/14/2021,"5.0104","5.4451","4.9786","5.2324"
08/13/2021,"4.6607","5.0398","4.5508","5.0104"
08/12/2021,"4.9227","5.0850","4.5455","4.6607"
08/11/2021,"4.5735","4.9716","4.5715","4.9181"
